trf_size	54	100	146	204	230	298	360	412	486	570
training_time	27.0000	55.0000	59.0000	135.0000	32.0000	180.0000	198.0000	30.0000	200.0000	35.0000
erf_rate_before_training	0.0119	0.0088	0.0064	0.0040	0.0049	0.0019	0.0040	0.0006	0.0016	0.0019
erf_rate	0.6198	0.2014	0.6863	0.0011	0.0062	0.0013	0.0027	0.0004	0.0008	0.0008
dice_score	0.6593	0.8793	0.9815	0.9998	0.9996	0.9998	0.9998	0.9994	0.9998	0.9993
object_rate	89.1812	22.2953	9.9090	5.3392	3.5672	2.3730	1.4561	1.3068	0.8543	0.5932
accuracy	0.8838	0.9513	0.9919	0.9999	0.9998	0.9999	0.9999	0.9998	0.9999	0.9997
sensitivity	0.9156	0.9584	0.9922	0.9998	0.9996	0.9998	0.9998	0.9995	0.9998	0.9989
specificity	0.8795	0.9497	0.9918	0.9999	0.9999	0.9999	1.0000	0.9998	0.9999	0.9999
jaccard_score	0.4939	0.7860	0.9637	0.9996	0.9991	0.9996	0.9996	0.9989	0.9996	0.9986
